nome;idade
Ivan Figueiredo Sarah Rollins;61
Amélia Neves Jeffrey Smith;24
Adriana Silva Peter Carter;67
Ângela Azevedo Brandy Savage;52
César Macedo Joseph Andrews;63
Valentim Barros Melissa Jones;17
Carminho Cardoso Crystal Wilson;24
Gabriel de Borges Terry Trujillo;53
Leonor Assunção Matthew Turner;65
Álvaro Cardoso Yolanda Gonzales;28
Melissa Castro Peter Molina;56
Bryan Pinho Larry Anderson;20
Emma Amorim Angela House;21
Sara Guerreiro Jennifer Lopez;68
Micael Tavares David Moses;26
Gabriel Ramos Wendy Hudson;20
Yara de Santos Sean Lowe;69
Beatriz Alves Steven Nixon;17
Luciana Miranda-Gomes William Martinez;24
Cristiano Ferreira Michele Boone;52
David Leal Andrew Jones;40
Manuel Carneiro Joseph Sanchez;38
Melissa Borges Robert Trujillo;26
Ema Assunção Morgan Roberts;66
Matias-Madalena Leal Christopher Bentley;64
Rúben Sá Stanley Rodriguez;43
Brian Ferreira Amy Moran;42
Marco Pinho John Diaz;17
Samuel Sousa Michael Gonzales;41
Luísa Guerreiro Bethany Stanley;38
Margarida Carneiro George Martinez;68
Núria Carvalho David Williams;31
Joana Fonseca-Brito Mary Lynch;25
Emília-Kelly Campos Shelby Hayes;40
David Simões Mary Smith;41
Ema Maia Melissa Rogers;56
José Assunção Joseph Barrett;36
Mafalda Cunha Karen Fernandez;47
Bernardo Santos Tiffany Gibson;18
Gil do Nunes Emily Martin;18
Jéssica Ribeiro Kevin Williamson;41
Catarina Silva Christy Adams;30
Lorena Coelho Natalie Collins;59
Martim Rocha Shelby Pacheco;70
Ângela Barros Robert Torres;31
Sérgio Branco Vanessa Mitchell;30
Eva Rocha Joseph Castaneda;64
Renato Pinheiro Martin Freeman;50
Bernardo Paiva Debra Short;45
Daniela Maia Joshua Rush;36
Larissa Monteiro Daniel Beard;19
Santiago Nunes Sierra Ayers;52
Carolina Pinho Kenneth Moses;49
Álvaro Borges Denise Wright;53
Alexandre Assunção Robert Marshall;48
Maria Nogueira Brooke Scott;44
Daniel Mota Kelsey Richardson;12
Bruno Alves Kimberly Huber;30
Lia Castro Timothy Reeves;31
Santiago da Pinto Steven Trevino;59
Tomé Carneiro Kristen Morrow;39
Helena Guerreiro Michael Johnson;12
Patrícia Domingues Susan Williams;45
Rafaela Vieira Suzanne Smith;65
Carlota Melo Yolanda Porter;18
Luciana Gonçalves Mikayla Tran;66
Rúben Batista Marissa Smith;55
Luna-Júlia Baptista Michael Horn;28
Vera Ferreira Heather Hopkins;64
José Matos Sandra Rivera;20
Benjamim Cunha Michael Arnold;14
Flor Borges Kenneth Huynh;20
Larissa Alves Curtis Peterson;49
Salvador Pinto Marcus Snyder;59
Victória Reis Mckenzie Conway;66
Maria Nunes Krystal Beltran;54
Juliana Guerreiro-Rodrigues Cassandra Torres;50
Afonso Gomes Micheal Morgan;48
Lia de Rocha Cynthia Rich;14
Maria da Batista Maria Davis;55
Sara-Francisco Matos Hannah Hensley;47
Filipe Melo Lindsey Fisher;38
Emma Nogueira Jennifer White;58
Rodrigo Batista Ronald Morris;59
Mário Assunção-Vieira Dawn Hobbs;33
Leonor Baptista Francisco Mendoza;40
Francisco Pereira Leonard Baker;44
Micael Andrade Katelyn Li;35
Vítor Martins-Machado Steven Evans;36
Iara Baptista Jasmin Wilkins;52
Mário Araújo Ronald Warren;17
Erica Barros Aaron Owens;14
Márcio Morais Jeffrey Rodriguez;29
Letícia Moreira Kenneth Johnson;50
Naiara Rodrigues Alison Fowler;39
Jorge Macedo Natalie Fisher;54
Isabela Soares-Morais Rebecca Rhodes;45
Rafaela-Gabriela Amaral Marc Daniel;52
Ivo da Santos Amy Whitney;26
Sebastião Mendes-Machado Anita Rodriguez;44
Hugo Soares Mrs. Kathryn Ferguson;31
Lucas Santos Stephanie Miller;20
Lia Correia-Miranda Rebecca Pittman;12
Ema Pacheco Brian Hanna;48
Lisandro Ferreira Jennifer Griffith;24
Flor Sousa Jill Gonzalez;42
Vítor Silva David Thomas;51
Tatiana Amorim Kelli Wade;15
Gabriel Nunes Yvonne Davis;34
Isaac Amorim Tara Owens;21
Benjamim Costa Adam Holmes;13
Luís Vieira-Maia Karen Walker;64
Lara da Tavares Sylvia Robinson;63
Patrícia Araújo Kyle Mullen;12
Sandro Mendes Reginald Hopkins;39
Ângelo Costa Ashley Green;33
Denis Macedo Shannon Rhodes;48
Érica Coelho Jeffrey Gonzales;39
Yasmin Barbosa Joshua Guzman;50
Francisca da Nunes Vanessa Wilson;31
Mauro-Ângelo Nogueira Michele Gilmore;47
Iara Costa-Lima Nichole Mcneil;23
Naiara Correia Rodney Taylor;46
Valentina-Victória Machado Heather Harvey;60
Alice da Azevedo Kathy Casey;45
Sebastião-Beatriz Cunha Thomas Murphy;24
Noah de Freitas Stanley Fuller;56
Yasmin Morais Clifford Lamb;13
Noa Pereira Joseph Aguilar;13
Erica Fernandes Ruben Lee;23
Brian da Teixeira Pamela Baxter;51
Álvaro Santos Mark Parks;69
Kyara Carvalho Toni Smith;31
Marcos Nogueira Paul Michael;63
Ricardo Correia Erik Watson;56
Valentim Cunha Tracy Pham;39
Vasco Ribeiro Jacob Wall;62
Diogo Gomes Kimberly Wheeler;20
Wilson Antunes Peggy Collier;67
Iara Monteiro Lucas Lee;68
Carminho Almeida Jeanette Smith;36
Denis Araújo Whitney Dunn;61
Salvador-Carolina Sá Dr. Glenn Simmons MD;31
Mariana Sousa Lori Scott;66
Raquel Henriques William Juarez;55
Bianca Guerreiro-Rocha Catherine Carroll;57
Bernardo Neves Andrea Bradley;57
Petra Tavares Heather Mason;70
Mateus Moura Hannah Turner;17
Vera Antunes Andrew Macias;41
Adriana Cunha Mr. Robert Vazquez MD;40
Sofia Campos Robert Simmons;54
Joaquim Melo Mr. Timothy Ingram;32
Renato Araújo-Brito Dennis Le;35
Filipe do Almeida Cassandra Lewis;16
Yasmin Gaspar Jennifer Ward;27
Maria Jesus Rachel Pierce;12
Igor Teixeira Adam Johnson;35
Rafael Gaspar Lauren Baldwin;39
Melissa da Neves Jacob Curtis;46
Adriana de Gonçalves Dana Friedman;64
Kyara Torres Elizabeth Maynard;61
Margarida Silva Joshua Leon;43
Vitória Nascimento Keith Hall;46
Ângela Magalhães Jason Brown;63
André-Mauro Lima Brian Bradley;37
Victória Soares Amanda Gentry;63
Kevin Mota Briana Miller;54
César Araújo Shannon Villarreal;55
Lúcia-André Almeida Kenneth Middleton;36
Constança Paiva Antonio Rogers;60
Cristiano da Batista Elizabeth Combs;24
Renata Miranda Elizabeth Quinn;55
Jaime Gomes Dr. Samuel Hill;17
Rita-Yara Magalhães Joseph Lopez;22
Renata Neto-Azevedo Christopher White;61
Gaspar Antunes-Simões Patricia Acosta;67
Margarida Vaz-Matias Meredith Swanson;35
Sara do Campos Kevin Thomas;36
Mélanie do Anjos Eric Cooley;38
Melissa de Moura Jennifer Smith;31
Leonardo Brito Jonathan Miller;43
Salvador-Wilson Costa Jennifer Berry;46
Luca Gomes April Chandler MD;42
Brian Loureiro Jesse Lee;13
Denis Nogueira David Powell;42
Edgar-Noa Simões Bryan Sullivan;38
Rafael Macedo Rebecca Castillo;31
Patrícia Matias Megan Harris;47
César Cruz Rodney Thornton;43
Fábio Costa Aaron Reyes;25
Diego Assunção Holly Stafford;17
Eduardo Tavares Robert Le;57
Beatriz Leal David Shields;39
Jorge Pereira Kaitlin Greer;30
Maria Magalhães Mr. Jeff Sloan;50
Lúcia do Barros Michelle Thompson;48
Carminho Pires Kevin Liu;57
Teresa Magalhães Daniel Leach;60
Nicole Fonseca Dillon Koch;27
Guilherme Ferreira John Taylor;49
Mara Domingues Edward Reynolds;51
Mara Torres Julie Smith;43
Catarina Mendes-Matias Sean Martinez;40
Gabriel Pereira Robert Mcclure;36
Débora Rocha Vicki Little;63
Melissa Tavares Angela Smith;54
Mia Ramos-Pacheco Robert Wallace;63
Igor Neves Julia Ramirez;43
Filipe-Nicole Martins Vanessa Graham;39
Margarida Pacheco Patty Williams DDS;47
Flor Henriques Stephanie Lopez;47
Beatriz da Vaz Adrian Johnson;66
Kelly Pacheco Rebecca Hopkins;38
Sérgio Melo Dawn Lam;14
Jorge de Matias Kimberly Jones;42
Tatiana Araújo Ryan Jones;66
Cristiano Branco Tammy Hayden;13
Amélia Branco Matthew Lopez;58
Cláudio Teixeira Elizabeth Reynolds;57
Luciana-Miriam Alves Michelle Greene;52
Sebastião-Jorge Carvalho Chelsey Hunter;48
Santiago Domingues Carol Ward;49
Valentina Assunção-Vieira Brenda Bush;28
Xavier Brito Taylor Vasquez;31
Miguel Carneiro Brandi Hendrix;42
Érica Garcia Wyatt Mcdonald;38
Joana de Oliveira Bobby English;44
Lia Martins Darrell Salas;29
Luciana Azevedo Steven Evans;20
Vítor Barros Michael Sullivan;14
Alex Macedo-Pinho Kimberly Hamilton;66
Daniel Pinheiro Bianca Garrison;68
Fábio-Gabriel Castro Glenn Lane;61
Constança Pacheco Christian Smith;44
Jorge Costa Patricia Robertson;65
William Henriques Bobby Wilcox;50
Yasmin Moreira Julian Price;33
Ana Pinheiro Jeffrey Brown;40
Letícia Batista Jacqueline Dixon;54
Gaspar Simões Scott Taylor;58
Alex Araújo Cody Soto;21
Violeta Carneiro Frederick Thompson;56
Kyara Figueiredo Kyle Horn;37
Salvador Gaspar Molly Nelson;57
Ariana de Monteiro Jeremy Frank;23
Jorge-Wilson Faria Mary Blackwell;61
Pilar Loureiro Kevin Santiago;41
Isaac Oliveira-Figueiredo Lisa Little;36
Guilherme-Teresa Gomes Christopher Pittman;40
Carminho Anjos Lisa Burton;60
Érica de Freitas Sarah Wilson;35
Bruno Gomes Steven Wilkinson;20
Gonçalo Fernandes Derek Brown;15
Larissa Domingues Nathan Taylor;35
Salvador Tavares Kara Wilson;37
Salomé de Magalhães Nicole Bell;56
Caetana Gonçalves Angel Gutierrez;25
Bárbara Freitas Kevin Arellano;53
César Pinheiro Scott Green;20
Helena Baptista Tracy Brooks;12
Beatriz Lourenço Stacey Bass;42
Vitória Baptista Heather Carter;35
Rafael Matos Kenneth Jones;61
Francisco-Sofia Moura Dawn Anderson;70
Leandro-Noah Morais Colton Mcmahon;70
Lorena Pires Jessica Miller;37
Rúben Paiva Michelle Wallace;39
Nádia Cardoso Jared Miller;35
Daniel Tavares Matthew Jones;62
Carlota Paiva Joshua Vasquez;64
Filipe Costa Jeremy Page;39
Lúcia Costa-Carvalho Molly Burke;59
Emma Maia Gary Ward;43
Letícia Rodrigues Amanda Schwartz;30
Rui Fernandes Thomas Phillips;62
Constança Pires-Miranda Brooke Wright;24
Victória Matias Paula Baker;50
Sandro Faria-Melo Devon Henry;17
Daniel Pinto-Neves Gregory Roy;64
Ariana Nascimento Vanessa Orozco;42
Jorge Teixeira David Bautista;48
William Pires Martin Crawford;34
Bianca de Leite Debbie Anderson;52
Iara do Leal Jason Weaver;32
Mariana-Hugo Cunha Cody Turner;63
José Amaral Dr. Kim Sherman MD;13
Bernardo Figueiredo Shannon Robinson;19
Núria Borges Nichole Stewart;14
José Freitas Autumn Sullivan;43
Carlos Pinho Andrea Jones;21
Bryan Azevedo Keith Moore;33
Micael Pinto James Mason;39
Fabiana Leite Jonathan Jennings;23
Érica Batista Jessica Mack;25
Sérgio-Carolina Batista Carolyn Taylor;62
Helena Vaz Rodney Ellis;52
Pedro Ferreira Tara Smith;36
Leandro Mendes Carolyn Kim;39
Vera Jesus Ricardo Christian;39
Luca Anjos Patrick Wright MD;30
Alice-Sofia Coelho Kim White;32
Érica Rodrigues Joshua Smith;31
Amélia Esteves Jessica Hall;22
Luís Nunes Jill Willis;24
Santiago Gomes David Warren;61
Brian-Mafalda Pinto Diana Gross;53
Vera Valente Courtney Reid;43
Naiara Carvalho Mark Thomas;69
Catarina Baptista Ryan Allen;48
Ricardo Pinho-Mendes Brenda Hahn;68
Madalena Pinheiro Lisa Soto;39
Hugo Baptista Susan Hull;30
Daniela Miranda-Vicente Roy Thomas;60
Catarina Rocha Jodi Jacobson;65
Jéssica Costa Jennifer Ford;31
Kyara da Rocha Sarah Bowen;66
Clara da Garcia Maria Robinson;25
Rita-Luciana Rocha Douglas Ferguson;65
José Monteiro Andrea Wang;66
Catarina Machado Steven Pham;37
Adriana Martins Diamond Bradford;54
Sara Santos Christopher King;63
Mélanie Batista Selena Lopez;41
Rodrigo-Mélanie Neto Jennifer Morales;41
Clara Almeida Devin Choi;35
Santiago Monteiro Julia Patel;26
Carlota do Gaspar Michael Young;33
Hugo Nogueira Alan Christian;52
Nair Araújo Terry Ingram;40
Miriam da Pacheco Paul Gomez;47
Nair Miranda Scott Allen;36
Tomé Freitas-Magalhães Daniel Schmitt;33
Francisco Leal Amber West;62
Diego Tavares Daniel Martin;58
Fábio Jesus Brandon Hull;38
Alícia do Monteiro Andrew Martin;50
Catarina Pinho Michael Vargas;39
Rafael-Gabriela Pinheiro Brian Lucas;56
Iara Abreu Samantha Fuller;36
Ricardo-Afonso Pinho Robert Scott;25
Clara Assunção Danielle Bailey;39
Alexandra da Moura Erin Tyler;31
David Costa Mary Singleton;52
Filipa Pinto Bianca Rodgers;47
Manuel Branco Briana Hoover;12
Jéssica Maia Melissa Gordon;19
Ema Coelho Johnathan Bradley;53
Kyara Simões Lindsay Christensen;58
Marta-Rui Coelho Jonathan Price;43
Adriana-Ana Esteves Laurie Bell;24
Flor-Renata Branco Patricia Bauer;41
Xavier Matos Jeremy Baird;70
Luca Gaspar Lauren Rivera;61
Jorge Antunes-Loureiro Michelle Herman;24
Micael Ribeiro-Cunha Leslie Gonzalez;34
Bruna Vaz Nicole Griffith;64
Enzo Garcia Angela Adams;33
Valentim Martins Michael Anderson;65
Alexandre Matos Frances Brennan;20
Jéssica Cardoso-Castro Steven Pitts;49
Rafael Pereira Jessica Krause;62
Nair Ferreira Ellen Mcmahon;28
César Coelho Pamela Harris;54
Leonor Cardoso Phyllis Prince;15
Ivo Garcia Megan Hurley;36
Benjamim do Fernandes Lacey Salas;22
Tomás-Sofia Lourenço Allison Lee;34
Constança Garcia-Correia Bruce Day;49
Wilson Nogueira Dylan Gonzalez;59
Cristiano do Jesus Rhonda Mann;65
Noah-Gustavo Paiva Mrs. Kimberly Hamilton;36
Bernardo-Emma Tavares Matthew Brock;54
Mariana-Kyara Monteiro Jason Smith;32
Salomé Pinheiro Nicole Rivas;47
Francisca Maia Earl Lee;55
Salomé Moura Jennifer Patton;34
Mia Vicente Joshua Williams;44
Vicente Figueiredo Jessica Ramirez;62
Juliana Miranda-Andrade Joseph Wilson;21
Miriam Gaspar-Vieira Dr. Matthew Green;25
Fernando de Antunes James Smith;41
Sérgio Almeida Jennifer Chambers;35
Alexandra Silva Adam Bradley;42
Tomás Lima Brett Carlson;21
Raquel Castro Dylan Wagner;42
Diogo Amaral Donald Morris;46
Martim Alves Ronald Sampson;16
Joel do Moreira Taylor Horn;60
Duarte Gomes-Matias Donna Love;17
Tomé Castro Travis Taylor;34
Fábio Carneiro Angela Mora;16
Edgar Cardoso Joshua Sandoval;65
Matilde Costa-Maia Amanda Melendez;19
Sofia Vicente Sharon Frazier;68
Amélia Brito Jasmine Stein;34
Raquel-Joaquim Amaral Kevin Holmes;31
Diana Assunção Jonathan Cole;58
Joana Almeida Jeffrey Wright;30
Jéssica Amorim Brandy Stewart;25
Laura Cruz Susan Gilmore;69
Fernando Andrade Traci Mays;17
Álvaro Vicente Rachel Morales;47
Bárbara Amorim-Ferreira Nancy Roberts;55
João Gaspar Alexander Collins;22
Érica Baptista Timothy Figueroa;48
Adriana Vieira-Nunes Shannon Curtis;54
Frederico Marques John Jones;51
Mara Cunha Charles Mckay;31
Lia Anjos Amanda Morgan;57
Francisco Esteves Vanessa Simon;39
Vitória Barbosa Patricia Nguyen;49
Kevin Matias Ralph Taylor;41
Gonçalo Antunes Heidi Martinez;17
Marcos Pinho Mallory Simmons;50
Teresa Morais Amy Smith;16
Renato Ferreira Laura Hebert;61
Violeta Abreu Margaret Henderson;53
Isabela de Pires Paul Franco;38
Erica Coelho Jose Randall;69
Vera Azevedo Christina Wells;44
Amélia-Isaac Azevedo Gina Thomas;52
Vasco Marques Colleen Henry;21
Noah Amaral-Andrade Jennifer Jones;27
Maria Gonçalves Jacob Scott;26
Lara Anjos Sherry Conway;36
Matias Miranda Anthony Smith;63
Ângelo Faria Steven Harris;60
Benjamim-Artur Macedo Nathan Deleon;39
Gil Gonçalves-Branco Madeline Porter;51
Dinis Gomes Jason Castillo;27
Eduardo Barbosa Holly Dalton;24
Camila Rodrigues-Jesus Timothy Williams;70
Alícia Pires Karl Hickman;39
Vitória Figueiredo Marcus Allen;40
Guilherme-Manuel Melo Tyler Mann;20
Matilde Baptista Rebecca Harmon;53
Rafaela Marques David Evans;67
Raquel Ramos Scott Reyes;41
Kelly Pinho Kayla Lopez;44
Guilherme Brito Parker Schultz;26
Carolina Valente Erika Mcknight;65
Luciana Nunes Amy Cooper;13
Edgar-Soraia Abreu Eric Price;29
Marco Moura Nicole Serrano;56
Márcio do Amaral John Chandler;14
Afonso Abreu Ross Baker;52
Rafaela Mendes Jennifer Martin;17
Emma Maia Jennifer Price;19
Wilson Pires Martin Martin;37
Carolina Pacheco David Carey;29
Tomás de Morais Heather Baldwin;33
Dinis Ramos Curtis Bennett;59
Igor Silva Julie Harris;52
Luís Neves-Fernandes Christina Odonnell;56
Francisca Rodrigues Brenda Marshall;23
Teresa Jesus Penny Moran;69
Bruna Leal Jennifer Brock;33
Dinis Marques Gary Hernandez;45
Andreia-Álvaro Esteves Ryan Maxwell;26
Ângelo Oliveira-Abreu Kurt Santos;52
Ema Machado Brittney Munoz;61
José Branco Amy Jones;66
Mateus Fonseca-Faria Janet Kirk;41
Júlia Ferreira Cassandra Robinson;58
Manuel Sá Amy Rasmussen;48
Petra Marques Jamie Smith;54
Mateus Carvalho-Magalhães Randy Caldwell;44
Daniel Cruz Craig Jones;66
Luna Pinheiro Jessica Morgan;58
Gil Vaz Matthew Nielsen;44
Matilde Faria Wendy Nichols;57
Diogo Correia Lisa Holland;40
Juliana Garcia Jeremy Woods;34
Alexandra Henriques Nathaniel Carroll;64
Lucas Monteiro Shelby Cordova;14
Inês Figueiredo Amy Myers;56
Fernando Mendes Lisa Wood;68
Rita Marques-Torres Shawn Sutton;42
Adriana Campos Mary Best;49
Irina Guerreiro Randall Bailey;20
Catarina Vieira Michelle Murphy;12
Mário da Valente Robert Smith;42
António Moura-Teixeira Tara Brown;63
Renata Neto Cheryl Allen;54
Camila-Caetana Santos Gregory Thompson;67
Nair Teixeira-Pinto Andrea Pittman;50
Vera-Tiago Figueiredo Mary Alvarez;48
João Araújo Matthew Francis;36
Mário Ribeiro Matthew Carter;22
Melissa-Bruno Leal Jason Woodard;23
Simão Teixeira Michael Hunt;63
Marcos do Carneiro Debra Decker;47
Mia Morais Anthony Schwartz;49
Fábio de Lima James Fisher;28
César Nogueira Joe Hubbard;40
Kévim Castro Cassandra Maldonado;16
Frederico Valente Chad Pearson;28
Renato Gaspar-Neto Devon Davis;20
Carolina Cruz Cynthia Garner;54
Mauro Domingues Mary Randall;61
Vera Reis Heather Davis;68
Pedro Barbosa Sergio Schmidt;18
Mia Coelho Thomas Mitchell;61
Alícia Gomes Kimberly Hardin;36
Raquel-Íris Paiva Brian Salinas;24
Noa Pinheiro Christopher Cox;28
Carlota Neto Robert Gonzalez;50
William-Gustavo Freitas Sean Barton;33
Miriam Brito Misty Garza;67
Victória Sá Melinda Moore;57
Rui Vaz Edward Lee;41
Soraia Cardoso Anthony Harris;69
Tiago-Fábio Martins Brandy Garrett;25
Mafalda Brito Gregory Farrell;15
Petra Carvalho-Guerreiro Heather Long;40
Igor-Caetana Batista April Pena;39
Maria Moreira Joy Trujillo;34
Frederico Barros Jennifer Bright;67
Jorge Brito Dr. Michael Martinez;68
Henrique Alves Jim Eaton;19
Vitória Pereira Catherine Tyler;37
Mafalda Domingues Crystal Clark;64
Petra Gomes Alicia Rose;43
Petra Leal David Morales;32
Inês Garcia John Whitehead;56
Emanuel da Paiva Frank Neal;39
Salvador-Rodrigo Azevedo Alexander Garcia;43
Ivan Melo Sarah Pratt;28
Valentim Nogueira William Mahoney;12
Alexandre Campos James Shah;47
Carminho Vicente Shaun Joseph;62
Miriam-Benedita Machado Jeremy Carey;52
Nicole de Nunes Andre Miller;64
Alex Mota Jacob Saunders;52
Afonso-Benedita Faria Christy Lee;34
Pilar-Núria Baptista Susan Owen;46
Salvador Garcia Jessica Mosley;21
Soraia Almeida Margaret Phillips;28
Amélia Garcia Robin Johnson PhD;34
Mélanie Oliveira Rita Schultz;24
Leonardo Ramos Kim Kim;51
Amélia da Melo Tara Browning;37
Flor Leal Evan Horton;65
Martim Almeida Erica Chapman;62
Daniel Sousa Anthony Howard;20
Gaspar-Beatriz Ferreira Amanda Shaw;34
Mélanie-Sérgio Baptista John Boone;28
Nelson Matias Michael Herrera;52
Cláudio Esteves Karen Rose;32
Mateus Sá Kevin Wilson;50
Cristiano Vieira Sandra Jimenez;28
Álvaro Faria Samuel Smith;35
Rafaela Pinheiro Kristie Owens;47
Brian do Nogueira Isabella Thompson;53
Daniela Leite Alison Evans;49
Carlos Sousa Mary Wolfe;67
Pedro Batista Jennifer Thompson;62
Igor Mendes Christina Nelson;44
Duarte de Sá Jeffrey Martinez;31
Noah Campos Patricia Kelly;14
Juliana Mota Dwayne Bell;60
Enzo Mendes David Martinez;52
Tomás Nascimento William Hill;35
Vicente Carvalho Thomas Gamble;46
Carlos Silva Breanna Green;32
Luana Barbosa-Mota Tracy Chan;43
Isaac Fernandes Amber Peters;60
Gaspar Santos Stephanie Gordon MD;25
Rafael da Simões Joshua Campbell;19
Henrique Barbosa-Vaz Michael Bowman;12
Ema Nogueira Michelle Pena;60
Salvador Pinho Elizabeth Clark;21
Nelson Melo Richard Bentley;38
Raquel Machado-Azevedo Heather Guzman;35
Daniel-Bruno Fonseca Michelle Carroll;25
Bernardo Santos Kathryn Moore;45
Patrícia Batista Troy Tyler;21
Gil Faria Kimberly Jackson;57
Carlos Lopes-Maia Robert Young;46
Tatiana Brito Nathan Chan;13
António Rodrigues David Gray;54
Ângela Moura Kathryn Boone;16
Hugo Melo Kimberly Johns;21
Noah Alves Gene Mcguire;25
Madalena Simões Chad Woodward;64
Melissa Ribeiro Dustin Lloyd;44
Adriana Rocha Charles Alvarez;38
Emma Torres Rhonda Harris;12
Beatriz-Tomás Fonseca Curtis Nicholson;13
Cristiano Valente-Esteves Michele Grant;33
Vicente do Leite Matthew Fisher;25
Salomé Assunção Anita Robertson;19
Gaspar Neto Frederick Craig;59
Leandro Magalhães Cynthia Church;44
Filipe Abreu Riley Hendrix;33
Ricardo Baptista-Garcia Ryan Ingram;29
Victória de Lourenço Cody Vega;57
Bruno Gaspar Vincent Robinson;34
Marta-Duarte Fernandes Phillip Le;46
Laura de Paiva Sheri Martin;22
Naiara de Santos Mr. Nicholas Hayes MD;64
Tiago Lourenço-Domingues David Sanchez;69
Brian Anjos James Drake;35
Ricardo Moura John Harrell;51
Noa Martins-Figueiredo Alexandria Love;67
Gabriela Abreu Sean Williams;51
Ricardo Moura Laura Esparza;66
Edgar Campos Jeremiah Bryan;43
Henrique Garcia-Mendes William Woodward;44
Joana da Teixeira Mark Green;66
Rodrigo Guerreiro Pamela Carroll;62
Isabela Cardoso-Azevedo Cassandra Fisher;56
Matilde Neves Edward Jones;41
Yasmin Matos William Anderson;42
Petra Gaspar Carrie Thompson;58
Raquel Branco Autumn Freeman;37
Alexandra Torres Veronica Chase;28
Naiara Araújo Jose Foster;43
Lourenço Morais Jocelyn Graham;65
Leandro Santos Angela Gonzalez;17
William Borges Wendy Watts;31
Mateus de Andrade Richard Hill;34
Daniela Guerreiro John Reyes;50
Nair do Fernandes Christina Baker;48
Leandro-Soraia Figueiredo Jose Brown;56
Gabriela Loureiro-Reis Mary Garza;43
Vítor Brito Mr. Johnny Gonzales;38
Luís Almeida-Assunção James Hernandez;69
Nelson Fernandes-Torres Andrea Reese;67
Ana Garcia Evelyn Anderson;19
Bruna Loureiro-Pinho Olivia Luna;41
Ângelo Gomes-Pereira James Green;20
Ângela Freitas Mathew Robles;49
Benedita Gaspar Matthew Mitchell;40
Fernando Alves Stephanie Hernandez;68
Nádia Santos Nancy Gill;16
Vitória Machado Sabrina Thomas;37
Wilson Brito Teresa Little;43
Luna Paiva Jonathan Roman;67
Vitória Costa Nathaniel Gutierrez;54
Rita-Lorena Ribeiro Stephanie Lopez;23
Júlia Gonçalves Cassie Baker;63
António do Matos Jerry Jones;14
Cristiano Macedo Connor Johnston;26
Luísa-Teresa Cunha Heather Martin;57
Nair Oliveira Jody Wright;52
Rodrigo Pacheco Marissa Garcia;17
Yara Henriques Anna Wilson;25
Nelson Reis Ariel Warren;34
Camila Sá Kyle Reilly;29
Diogo Pacheco Angela Brown;46
Clara Baptista Peter Dudley;26
Ricardo Teixeira Shannon Dillon;61
Mara Paiva John Pitts;42
Miguel Mendes Mary Freeman;47
Renato Sá Jennifer Smith;61
Yasmin Monteiro-Tavares Kyle Medina;24
Daniel Matias Ronald Savage;70
Mário Moura Stephanie Mitchell;66
Gustavo Gonçalves-Moreira Tracy Mata;43
Leonardo Vieira-Ferreira Tracy Robinson;61
Mauro Nunes Luis Johnson;28
Emanuel Almeida Phillip Newman;24
Lisandro Leal Dennis Maxwell;24
Salvador Jesus Robert Brown;33
Bruna-Pilar Barbosa Erik Ortega;21
Fábio Miranda Elizabeth Schneider;68
Guilherme Domingues Todd Lucas;41
Artur Loureiro Jennifer Cortez MD;29
William Correia Amanda Burns;67
Matias Antunes Roy Watson;39
Eduardo Maia-Barbosa Dr. Kayla Davis;42
Caetana Pinto-Soares Diane Grant;61
Mara Leite Keith Alvarez;26
Isaac-Nicole Domingues William Barber;23
Nelson Vaz John Carter;49
Emma Teixeira Paul Madden;53
Bernardo Mendes Eric Guerrero;66
Brian Faria Stuart Galloway;21
Matilde Soares Travis Campbell;39
Camila Assunção Mrs. Nichole Smith;21
Samuel Lourenço Elijah English;37
António Pinto Danielle King;19
Luana Soares Darren Ingram;22
Rafaela Garcia Bryan Peterson;62
Letícia Borges Raymond Robertson;43
Enzo do Sá Danielle Gentry;24
Daniela Reis Ruben Wilson;52
Tomé Soares Mandy Cortez;64
Alexandra Pinheiro Leslie Schneider;54
Eva-Patrícia Nogueira Steve Thompson;27
Beatriz Amorim George Rowe;37
Dinis Cardoso Joanne Rodriguez;41
Diana Rodrigues Andrea Marquez;56
Marcos Barbosa Kevin Hughes;17
Wilson Marques Victoria Christensen;69
Sebastião-Frederico Pinho Dana Williams;57
Filipa-António Marques Allison Farrell;19
Filipa Santos-Rodrigues Timothy Martin;65
Alice Barros Nicholas Evans;49
Marcos-Pilar Rodrigues Monica Barker;70
Gonçalo Torres David Reeves;27
Nicole Abreu Allison Spencer;48
Vera Rodrigues Nicholas Robinson;43
Eva Santos Wendy Mendez;47
Bianca Jesus Gabrielle Long;54
Lucas Amaral Tammy Schmidt;49
Luís Leite Amy Cortez;43
Maria Pinheiro Joshua Woods;31
David Brito Eric Horton;46
Gabriel Nunes Mr. Eric Montgomery;35
Bryan Gaspar David Taylor;44
Wilson Matos-Branco Nicholas Boyle;60
Luciana Azevedo George Bender;67
Bianca Magalhães Alexis Thomas MD;61
Frederico de Gomes Emily Buck;61
Alexandre Monteiro-Melo Erica Jones;58
Benjamim Morais Alexandra Gonzalez;16
Letícia Pinto Stephanie Smith;28
Teresa Lima Michael Diaz;21
Bruno Cruz Sheri Nichols;54
Eduardo Amaral Mrs. Sheri Robbins MD;43
Lorena Azevedo Kathryn Bryant;48
Luana de Gonçalves Michael Vance;37
Renata Morais-Cunha Olivia Rocha;52
